1073217173	4
1073217173	6
1073217173	4
1073217173	6
1073217173	5
1073217173	6
1073217173	0
1073217173	1
1073217173	5
1073217173	6
1073217173	2
1073217173	5
1073217173	8
1073217173	6
1073217173	3
1073217173	6
1073217173	6
1073217173	4
1073217173	3
1073217173	6
1073217173	0
1073217173	6
1073217173	2
1073217173	9
1073217173	4
1073217173	4
1073217173	6
1073217173	6
1073217173	4
1073217173	5
1073217173	6
1073217173	6
1073217173	4
1073217173	6
1073217173	2
1073217173	4
1073217173	0
1073217173	5
1073217173	6
1073217173	2
1073217173	6
1073217173	4
1073217173	5
1073217173	4
1073217173	0
1073217173	4
1073217173	4
1073217173	5
1073217173	4
1073217173	4
1073217173	6
1073217173	5
1073217173	7
1073217173	4
1073217173	4
1073217173	1
1073217173	4
1073217173	4
1073217173	4
1073217173	4
1073217173	4
1073217173	6
1073217173	5
1073217173	6
1073217173	7
1073217173	7
1073217173	2
1073217173	6
1073217173	6
1073217173	6
1073217173	4
1073217173	5
1073217173	4
1073217173	8
1073217173	8
1073217173	5
1073217173	6
1073217173	6
1073217173	4
1073217173	5
1073217173	2
1073217173	6
1073217173	6
1073217173	5
1073217173	4
1073217173	5
1073217173	5
1073217173	4
1073217173	6
1073217173	8
1073217173	8
1073217173	4
1073217173	8
1073217173	5
1073217173	4
1073217173	6
1073217173	4
1073217173	2
1073217173	7
1073217173	4
1073217173	4
1073217173	4
1073217173	4
1073217173	4
1073217282	6
1073217282	6
1073217282	3
1073217282	7
1073217282	6
1073217282	6
1073217282	7
1073217282	6
31835112	6
31835112	6
31835112	6
31835112	6
1073217282	3
1073217282	3
1073217282	6
1073217282	6
1073217173	4
1073217173	6
1073217173	6
1073217173	5
1073217173	6
1073217173	6
1073217173	0
1073217173	4
1073217173	2
1073217173	4
1073217173	0
1073217173	6
1073217282	6
1073217282	7
1073217282	5
1073217282	5
1073217282	2
1073217282	2
1073217896	2
1073217896	2
1073217896	1
1073217896	1
1073217896	8
1073217896	2
1073217896	6
1073217896	2
1073217896	2
1073217896	6
1073217896	8
1073217896	2
1073217896	3
1073217896	8
1073217896	2
1073217896	2
1073217896	8
1073217896	2
1073217896	5
1073217896	2
1073217896	2
1073217896	1
1073217896	2
1073217896	2
1073217896	2
1073217896	2
1073217896	2
1073217896	1
1005133	6
1005133	6
1005133	4
1005133	5
1005133	1
1005133	6
1005133	3
1005133	6
1005133	6
1005133	0
1005133	6
1005133	4
1005133	6
1073217182	4
1073217182	6
1073217182	3
1073217182	6
1073217182	4
1073217182	6
1073217182	7
1073217182	5
1073217182	5
1073217182	6
1073217182	5
1005133	4
1005133	4
1005133	4
1005133	4
1005133	6
1005133	7
1005133	6
1005133	0
1005133	6
1005133	7
1005133	6
1005133	6
1073217182	6
1073217182	9
1073217182	0
1073217182	4
1073217182	8
1073217182	6
1073217182	6
1073217182	5
1073217182	8
1073217182	6
1073217182	2
1073217182	2
1073217182	6
1073217182	6
1073217182	9
1073217182	6
1005133	6
1005133	6
1005133	1
1005133	6
1005133	1
1005133	3
1005133	7
1005133	7
1005133	3
1005133	6
1005133	6
1073217182	4
1073217182	3
1073217182	6
1073217182	6
1073217182	2
1073217182	5
1073217182	6
1073217182	6
1073217182	8
1073217182	5
1073217182	0
1073217182	6
1005133	4
1005133	3
1005133	7
1005133	3
1005133	4
1005133	7
1005133	0
1005133	0
1005133	5
1005133	3
1005133	7
1005133	6
1005133	1
1005133	3
1005133	1
1005133	6
1005133	3
1005133	6
1005133	6
1005133	0
1005133	6
1005133	0
1005133	0
1073217182	6
1073217182	2
1073217182	2
1073217182	2
1073217182	6
1073217182	6
1073217182	0
1073217182	3
1073217182	6
1073217182	5
1073217182	5
1073217182	6
1073217182	4
1073217182	2
1073217182	4
1073217182	2
1073217182	5
1073217182	7
1073217182	2
1073217182	6
1073217182	6
1073217182	5
1073217182	6
1073217182	6
1073217182	7
1073217182	5
1073217182	5
1073217182	7
1073217182	4
1073217182	2
1073217182	4
1073217182	6
1073217182	2
1073217182	5
1073217182	6
1073217182	7
1073217182	5
1005133	4
1005133	6
1005133	5
1005133	6
1005133	3
1005133	4
1005133	6
1005133	0
1005133	1
1005133	6
1005133	6
1005133	6
1005133	4
1073217182	6
1073217182	2
1073217182	8
1073217191	5
1073217191	6
1073217191	2
1073217191	2
1005133	6
1005133	6
1005133	3
1005133	3
1005133	4
1005133	7
1005133	6
1005133	6
1005133	7
1005133	4
1005133	3
1005133	4
1005133	7
1005133	5
1073217191	6
1073217191	0
1073217191	6
1073217191	2
1073217191	6
1073217191	7
1073217191	5
1073217191	2
1073217191	5
1073217191	3
1073217191	6
1073217191	6
